Entity,Code,Year,Gas Consumption - TWh,,,
France,FRA,1989,283.1477481,,,
France,FRA,1990,302.7535,,,
France,FRA,1991,331.66625,,,
France,FRA,1992,330.99,,,
France,FRA,1993,338.51475,,,
France,FRA,1994,323.15025,,,
France,FRA,1995,343.97825,,,
France,FRA,1996,380.1465,,,
France,FRA,1997,364.46925,,,
France,FRA,1998,388.59475,,,
France,FRA,1999,396.2115,,,
France,FRA,2000,415.9635,,,
France,FRA,2001,436.684,,,
France,FRA,2002,435.94275,,,
France,FRA,2003,457.26825,,,
France,FRA,2004,466.92525,,,
France,FRA,2005,477.12575,,,
France,FRA,2006,460.8055,,,
France,FRA,2007,447.60925,,,
France,FRA,2008,463.8645,,,
France,FRA,2009,447.31075,,,
France,FRA,2010,495.6445,,,
France,FRA,2011,430.1903508,,,
France,FRA,2012,444.4429503,,,
France,FRA,2013,451.4315369,,,
France,FRA,2014,379.0835053,,,
France,FRA,2015,407.5176458,,,
France,FRA,2016,445.2993958,,,
France,FRA,2017,447.6569897,,,
France,FRA,2018,428.3838447,,,
France,FRA,2019,436.6204233,,,
France,FRA,2020,406.6228403,,,
Germany,DEU,1965,30.97567361,,,
Germany,DEU,1966,37.22992222,,,
Germany,DEU,1967,47.98864861,,,
Germany,DEU,1968,78.86974,,,
Germany,DEU,1969,112.3163739,,,
Germany,DEU,1970,159.7375292,,,
Germany,DEU,1971,211.0247322,,,
Germany,DEU,1972,273.2243578,,,
Germany,DEU,1973,352.3305531,,,
Germany,DEU,1974,440.7649192,,,
Germany,DEU,1975,465.1434836,,,
Germany,DEU,1976,492.2885778,,,
Germany,DEU,1977,522.7913403,,,
Germany,DEU,1978,560.4232369,,,
Germany,DEU,1979,619.4780039,,,
Germany,DEU,1980,610.7291494,,,
Germany,DEU,1981,583.9387386,,,
Germany,DEU,1982,541.8614783,,,
Germany,DEU,1983,563.3434625,,,
Germany,DEU,1984,588.3013431,,,
Germany,DEU,1985,581.4914239,,,
Germany,DEU,1986,579.8007669,,,
Germany,DEU,1987,628.61701,,,
Germany,DEU,1988,618.8513967,,,
Germany,DEU,1989,633.3579431,,,
Germany,DEU,1990,636.8833333,,,
Germany,DEU,1991,669.1927778,,,
Germany,DEU,1992,661.6269444,,,
Germany,DEU,1993,700.1133333,,,
Germany,DEU,1994,712.9272222,,,
Germany,DEU,1995,777.3736111,,,
Germany,DEU,1996,869.91,,,
Germany,DEU,1997,831.0336111,,,
Germany,DEU,1998,838.6502778,,,
Germany,DEU,1999,836.1908333,,,
Germany,DEU,2000,829.2458333,,,
Germany,DEU,2001,874.4819444,,,
Germany,DEU,2002,873.1277778,,,
Germany,DEU,2003,883.7197222,,,
Germany,DEU,2004,888.2105556,,,
Germany,DEU,2005,902.8104919,,,
Germany,DEU,2006,920.068965,,,
Germany,DEU,2007,886.3619586,,,
Germany,DEU,2008,895.0063031,,,
Germany,DEU,2009,844.3012164,,,
Germany,DEU,2010,880.7125,,,
Germany,DEU,2011,808.6072222,,,
Germany,DEU,2012,811.1005556,,,
Germany,DEU,2013,849.7433333,,,
Germany,DEU,2014,738.9502778,,,
Germany,DEU,2015,769.5361111,,,
Germany,DEU,2016,848.8475,,,
Germany,DEU,2017,877.3847222,,,
Germany,DEU,2018,858.5072222,,,
Germany,DEU,2019,886.8708333,,,
Germany,DEU,2020,865.4552319,,,
Greece,GRC,1965,0,,,
Greece,GRC,1966,0,,,
Greece,GRC,1967,0,,,
Greece,GRC,1968,0,,,
Greece,GRC,1969,0,,,
Greece,GRC,1970,0,,,
Greece,GRC,1971,0,,,
Greece,GRC,1972,0,,,
Greece,GRC,1973,0,,,
Greece,GRC,1974,0,,,
Greece,GRC,1975,0,,,
Greece,GRC,1976,0,,,
Greece,GRC,1977,0,,,
Greece,GRC,1978,0,,,
Greece,GRC,1979,0,,,
Greece,GRC,1980,0,,,
Greece,GRC,1981,0,,,
Greece,GRC,1982,0.8435,,,
Greece,GRC,1983,0.804,,,
Greece,GRC,1984,0.8845,,,
Greece,GRC,1985,0.83125,,,
Greece,GRC,1986,1.13875,,,
Greece,GRC,1987,1.3,,,
Greece,GRC,1988,1.55925,,,
Greece,GRC,1989,1.5725,,,
Greece,GRC,1990,1.6065,,,
Greece,GRC,1991,1.587,,,
Greece,GRC,1992,1.4665,,,
Greece,GRC,1993,1.0815,,,
Greece,GRC,1994,0.55325,,,
Greece,GRC,1995,0.51025,,,
Greece,GRC,1996,0.57325,,,
Greece,GRC,1997,1.98875,,,
Greece,GRC,1998,8.145165556,,,
Greece,GRC,1999,14.60370611,,,
Greece,GRC,2000,19.60187583,,,
Greece,GRC,2001,19.34476833,,,
Greece,GRC,2002,20.80513889,,,
Greece,GRC,2003,23.52019417,,,
Greece,GRC,2004,25.85473028,,,
Greece,GRC,2005,26.0325,,,
Greece,GRC,2006,30.693,,,
Greece,GRC,2007,38.86781194,,,
Greece,GRC,2008,40.5268025,,,
Greece,GRC,2009,34.03144278,,,
Greece,GRC,2010,37.29560917,,,
Greece,GRC,2011,45.98988139,,,
Greece,GRC,2012,42.26817806,,,
Greece,GRC,2013,37.30692583,,,
Greece,GRC,2014,28.44269028,,,
Greece,GRC,2015,30.71387972,,,
Greece,GRC,2016,39.978,,,
Greece,GRC,2017,48.213,,,
Greece,GRC,2018,47.2059,,,
Greece,GRC,2019,51.8247,,,
Greece,GRC,2020,57.0231,,,
Hungary,HUN,1965,13.59725,,,
Hungary,HUN,1966,16.85625,,,
Hungary,HUN,1967,21.63475,,,
Hungary,HUN,1968,27.229,,,
Hungary,HUN,1969,32.416,,,
Hungary,HUN,1970,36.353,,,
Hungary,HUN,1971,37.8555,,,
Hungary,HUN,1972,40.85975,,,
Hungary,HUN,1973,48.52025,,,
Hungary,HUN,1974,51.6755,,,
Hungary,HUN,1975,57.40325,,,
Hungary,HUN,1976,68.92725,,,
Hungary,HUN,1977,74.27975,,,
Hungary,HUN,1978,81.34125,,,
Hungary,HUN,1979,85.92225,,,
Hungary,HUN,1980,92.71975,,,
Hungary,HUN,1981,94.841,,,
Hungary,HUN,1982,99.04875,,,
Hungary,HUN,1983,98.74575,,,
Hungary,HUN,1984,100.5655,,,
Hungary,HUN,1985,102.6675,,,
Hungary,HUN,1986,108.90225,,,
Hungary,HUN,1987,108.11625,,,
Hungary,HUN,1988,106.93825,,,
Hungary,HUN,1989,108.948,,,
Hungary,HUN,1990,103.6588889,,,
Hungary,HUN,1991,102.7894444,,,
Hungary,HUN,1992,90.36,,,
Hungary,HUN,1993,97.23777778,,,
Hungary,HUN,1994,98.19611111,,,
Hungary,HUN,1995,106.7038889,,,
Hungary,HUN,1996,119.0616667,,,
Hungary,HUN,1997,112.9138889,,,
Hungary,HUN,1998,113.6983333,,,
Hungary,HUN,1999,115.1958333,,,
Hungary,HUN,2000,112.3080556,,,
Hungary,HUN,2001,124.5647222,,,
Hungary,HUN,2002,125.7266667,,,
Hungary,HUN,2003,138.2347222,,,
Hungary,HUN,2004,136.2133333,,,
Hungary,HUN,2005,140.6525,,,
Hungary,HUN,2006,133.2422222,,,
Hungary,HUN,2007,124.4972222,,,
Hungary,HUN,2008,122.8225,,,
Hungary,HUN,2009,106.4363889,,,
Hungary,HUN,2010,114.1541667,,,
Hungary,HUN,2011,109.1352778,,,
Hungary,HUN,2012,97.39972222,,,
Hungary,HUN,2013,90.80138889,,,
Hungary,HUN,2014,81.19611111,,,
Hungary,HUN,2015,87.10666667,,,
Hungary,HUN,2016,93.36222222,,,
Hungary,HUN,2017,99.34138889,,,
Hungary,HUN,2018,96.22416667,,,
Hungary,HUN,2019,98.44,,,
Hungary,HUN,2020,101.78,,,
Ireland,IRL,1965,0,,,
Ireland,IRL,1966,0,,,
Ireland,IRL,1967,0,,,
Ireland,IRL,1968,0,,,
Ireland,IRL,1969,0,,,
Ireland,IRL,1970,0,,,
Ireland,IRL,1971,0,,,
Ireland,IRL,1972,0,,,
Ireland,IRL,1973,0,,,
Ireland,IRL,1974,0,,,
Ireland,IRL,1975,0,,,
Ireland,IRL,1976,0,,,
Ireland,IRL,1977,0,,,
Ireland,IRL,1978,0,,,
Ireland,IRL,1979,2.762375,,,
Ireland,IRL,1980,8.06575,,,
Ireland,IRL,1981,12.1275,,,
Ireland,IRL,1982,17.796625,,,
Ireland,IRL,1983,19.25,,,
Ireland,IRL,1984,20.395375,,,
Ireland,IRL,1985,21.00175,,,
Ireland,IRL,1986,14.812875,,,
Ireland,IRL,1987,14.755125,,,
Ireland,IRL,1988,17.700375,,,
Ireland,IRL,1989,20.0729375,,,
Ireland,IRL,1990,21.82951,,,
Ireland,IRL,1991,22.36449,,,
Ireland,IRL,1992,22.12026,,,
Ireland,IRL,1993,25.13243,,,
Ireland,IRL,1994,25.56274,,,
Ireland,IRL,1995,27.20257,,,
Ireland,IRL,1996,30.90091,,,
Ireland,IRL,1997,32.29651,,,
Ireland,IRL,1998,32.65704,,,
Ireland,IRL,1999,34.92489,,,
Ireland,IRL,2000,40.04209,,,
Ireland,IRL,2001,41.76333,,,
Ireland,IRL,2002,42.86818,,,
Ireland,IRL,2003,42.55417,,,
Ireland,IRL,2004,42.48439,,,
Ireland,IRL,2005,40.43751,,,
Ireland,IRL,2006,45.90361,,,
Ireland,IRL,2007,49.83455,,,
Ireland,IRL,2008,52.20707,,,
Ireland,IRL,2009,49.55543,,,
Ireland,IRL,2010,54.67263,,,
Ireland,IRL,2011,48.09005,,,
Ireland,IRL,2012,46.90337694,,,
Ireland,IRL,2013,44.67215111,,,
Ireland,IRL,2014,43.28269417,,,
Ireland,IRL,2015,43.76369,,,
Ireland,IRL,2016,49.20653,,,
Ireland,IRL,2017,50.18880667,,,
Ireland,IRL,2018,52.10539194,,,
Ireland,IRL,2019,53.15884694,,,
Ireland,IRL,2020,53.05464278,,,
Italy,ITA,1965,73.747,,,
Italy,ITA,1966,80.52125,,,
Italy,ITA,1967,87.95325,,,
Italy,ITA,1968,103.2935,,,
Italy,ITA,1969,113.41175,,,
Italy,ITA,1970,122.352,,,
Italy,ITA,1971,126.3975,,,
Italy,ITA,1972,144.94625,,,
Italy,ITA,1973,162.83325,,,
Italy,ITA,1974,183.13525,,,
Italy,ITA,1975,211.03175,,,
Italy,ITA,1976,255.52075,,,
Italy,ITA,1977,260.9535,,,
Italy,ITA,1978,257.09375,,,
Italy,ITA,1979,264.134,,,
Italy,ITA,1980,262.16375,,,
Italy,ITA,1981,254.19875,,,
Italy,ITA,1982,253.31275,,,
Italy,ITA,1983,260.48725,,,
Italy,ITA,1984,306.87525,,,
Italy,ITA,1985,311.90075,,,
Italy,ITA,1986,329.7765,,,
Italy,ITA,1987,365.805,,,
Italy,ITA,1988,396.8485,,,
Italy,ITA,1989,429.2785,,,
Italy,ITA,1990,454.26025,,,
Italy,ITA,1991,482.582,,,
Italy,ITA,1992,478.1345,,,
Italy,ITA,1993,487.87525,,,
Italy,ITA,1994,471.44325,,,
Italy,ITA,1995,519.30575,,,
Italy,ITA,1996,535.75675,,,
Italy,ITA,1997,556.29779,,,
Italy,ITA,1998,598.945,,,
Italy,ITA,1999,651.00088,,,
Italy,ITA,2000,678.78495,,,
Italy,ITA,2001,680.64575,,,
Italy,ITA,2002,676.02864,,,
Italy,ITA,2003,745.33181,,,
Italy,ITA,2004,773.41826,,,
Italy,ITA,2005,827.69547,,,
Italy,ITA,2006,810.58774,,,
Italy,ITA,2007,814.5612594,,,
Italy,ITA,2008,808.5151578,,,
Italy,ITA,2009,743.1755847,,,
Italy,ITA,2010,791.4990072,,,
Italy,ITA,2011,742.1607103,,,
Italy,ITA,2012,713.56583,,,
Italy,ITA,2013,667.4042883,,,
Italy,ITA,2014,589.7159342,,,
Italy,ITA,2015,643.1541781,,,
Italy,ITA,2016,675.4583653,,,
Italy,ITA,2017,715.7879708,,,
Italy,ITA,2018,692.1408311,,,
Italy,ITA,2019,707.9061472,,,
Italy,ITA,2020,676.6166281,,,
Latvia,LVA,1985,21.10496556,,,
Latvia,LVA,1986,22.07030472,,,
Latvia,LVA,1987,22.95519917,,,
Latvia,LVA,1988,24.72025556,,,
Latvia,LVA,1989,24.72025556,,,
Latvia,LVA,1990,25.685595,,,
Latvia,LVA,1991,24.72025556,,,
Latvia,LVA,1992,14.12045222,,,
Latvia,LVA,1993,8.830014722,,,
Latvia,LVA,1994,8.830014722,,,
Latvia,LVA,1995,10.59033917,,,
Latvia,LVA,1996,9.705445,,,
Latvia,LVA,1997,9.705445,,,
Latvia,LVA,1998,10.97836778,,,
Latvia,LVA,1999,10.51462639,,,
Latvia,LVA,2000,12.73396028,,,
Latvia,LVA,2001,13.24029,,,
Latvia,LVA,2002,15.08579167,,,
Latvia,LVA,2003,15.00534667,,,
Latvia,LVA,2004,16.56219278,,,
Latvia,LVA,2005,16.08898722,,,
Latvia,LVA,2006,16.62844139,,,
Latvia,LVA,2007,16.08898722,,,
Latvia,LVA,2008,15.75774333,,,
Latvia,LVA,2009,14.45169611,,,
Latvia,LVA,2010,17.23414444,,,
Latvia,LVA,2011,15.18043278,,,
Latvia,LVA,2012,14.27187806,,,
Latvia,LVA,2013,14.062125,,,
Latvia,LVA,2014,12.637625,,,
Latvia,LVA,2015,12.7435,,,
Latvia,LVA,2016,13.195875,,,
Latvia,LVA,2017,11.963875,,,
Latvia,LVA,2018,13.715625,,,
Latvia,LVA,2019,13.118875,,,
Latvia,LVA,2020,10.731875,,,
Lithuania,LTU,1985,40.79189778,,,
Lithuania,LTU,1986,40.87845889,,,
Lithuania,LTU,1987,42.69624111,,,
Lithuania,LTU,1988,44.51402306,,,
Lithuania,LTU,1989,47.24069639,,,
Lithuania,LTU,1990,54.41444389,,,
Lithuania,LTU,1991,56.32874194,,,
Lithuania,LTU,1992,32.18021,,,
Lithuania,LTU,1993,17.404295,,,
Lithuania,LTU,1994,20.13501889,,,
Lithuania,LTU,1995,23.59610694,,,
Lithuania,LTU,1996,25.22663306,,,
Lithuania,LTU,1997,23.28791194,,,
Lithuania,LTU,1998,20.39785694,,,
Lithuania,LTU,1999,21.08402694,,,
Lithuania,LTU,2000,24.00780889,,,
Lithuania,LTU,2001,24.96612111,,,
Lithuania,LTU,2002,25.24175194,,,
Lithuania,LTU,2003,27.38050889,,,
Lithuania,LTU,2004,27.31189194,,,
Lithuania,LTU,2005,28.80634694,,,
Lithuania,LTU,2006,28.545835,,,
Lithuania,LTU,2007,33.63512306,,,
Lithuania,LTU,2008,30.19148,,,
Lithuania,LTU,2009,25.37200806,,,
Lithuania,LTU,2010,28.98196,,,
Lithuania,LTU,2011,31.61964389,,,
Lithuania,LTU,2012,30.87416111,,,
Lithuania,LTU,2013,25.17197194,,,
Lithuania,LTU,2014,24.01711306,,,
Lithuania,LTU,2015,24.03765,,,
Lithuania,LTU,2016,21.41865,,,
Lithuania,LTU,2017,22.28886,,,
Lithuania,LTU,2018,22.38687,,,
Lithuania,LTU,2019,21.57156,,,
Lithuania,LTU,2020,23.60484,,,
Luxembourg,LUX,1965,0,,,
Luxembourg,LUX,1966,0,,,
Luxembourg,LUX,1967,0,,,
Luxembourg,LUX,1968,0,,,
Luxembourg,LUX,1969,0.02925,,,
Luxembourg,LUX,1970,0.072950556,,,
Luxembourg,LUX,1971,0.146538056,,,
Luxembourg,LUX,1972,1.172303889,,,
Luxembourg,LUX,1973,2.344608056,,,
Luxembourg,LUX,1974,3.150566944,,,
Luxembourg,LUX,1975,3.647525,,,
Luxembourg,LUX,1976,4.176333056,,,
Luxembourg,LUX,1977,4.39614,,,
Luxembourg,LUX,1978,4.835753889,,,
Luxembourg,LUX,1979,5.055561111,,,
Luxembourg,LUX,1980,4.449980556,,,
Luxembourg,LUX,1981,3.443643056,,,
Luxembourg,LUX,1982,2.857491111,,,
Luxembourg,LUX,1983,2.710953056,,,
Luxembourg,LUX,1984,2.93076,,,
Luxembourg,LUX,1985,3.209821944,,,
Luxembourg,LUX,1986,3.136871389,,,
Luxembourg,LUX,1987,3.574574444,,,
Luxembourg,LUX,1988,3.720475556,,,
Luxembourg,LUX,1989,4.231128889,,,
Luxembourg,LUX,1990,4.981476944,,,
Luxembourg,LUX,1991,5.179485556,,,
Luxembourg,LUX,1992,5.398336944,,,
Luxembourg,LUX,1993,5.606766944,,,
Luxembourg,LUX,1994,5.648453056,,,
Luxembourg,LUX,1995,6.4549125,,,
Luxembourg,LUX,1996,7.081096389,,,
Luxembourg,LUX,1997,7.255865278,,,
Luxembourg,LUX,1998,7.326418889,,,
Luxembourg,LUX,1999,7.599461944,,,
Luxembourg,LUX,2000,7.807751667,,,
Luxembourg,LUX,2001,8.6795,,,
Luxembourg,LUX,2002,12.40725,,,
Luxembourg,LUX,2003,12.5595,,,
Luxembourg,LUX,2004,13.908,,,
Luxembourg,LUX,2005,13.68004583,,,
Luxembourg,LUX,2006,14.30931028,,,
Luxembourg,LUX,2007,13.35653389,,,
Luxembourg,LUX,2008,12.714175,,,
Luxembourg,LUX,2009,12.93793806,,,
Luxembourg,LUX,2010,13.91630389,,,
Luxembourg,LUX,2011,12.00527583,,,
Luxembourg,LUX,2012,12.22372167,,,
Luxembourg,LUX,2013,10.34957056,,,
Luxembourg,LUX,2014,9.805904444,,,
Luxembourg,LUX,2015,8.942739167,,,
Luxembourg,LUX,2016,8.247018333,,,
Luxembourg,LUX,2017,8.061143056,,,
Luxembourg,LUX,2018,7.950632778,,,
Luxembourg,LUX,2019,7.955588056,,,
Luxembourg,LUX,2020,7.329325556,1,,
Netherlands,NLD,1965,15,,,
Netherlands,NLD,1966,28.61111111,,,
Netherlands,NLD,1967,50.55555556,,,
Netherlands,NLD,1968,85,,,
Netherlands,NLD,1969,125.2777778,,,
Netherlands,NLD,1970,176.3888889,,,
Netherlands,NLD,1971,230.5555556,,,
Netherlands,NLD,1972,300,,,
Netherlands,NLD,1973,333.6111111,,,
Netherlands,NLD,1974,355,,,
Netherlands,NLD,1975,370.2777778,,,
Netherlands,NLD,1976,384.4444444,,,
Netherlands,NLD,1977,385.8333333,,,
Netherlands,NLD,1978,386.6666667,,,
Netherlands,NLD,1979,385,,,
Netherlands,NLD,1980,351.9444444,,,
Netherlands,NLD,1981,335,,,
Netherlands,NLD,1982,320,,,
Netherlands,NLD,1983,342.2222222,,,
Netherlands,NLD,1984,363.6111111,,,
Netherlands,NLD,1985,383.3333333,,,
Netherlands,NLD,1986,382.2222222,,,
Netherlands,NLD,1987,394.4444444,,,
Netherlands,NLD,1988,356.6666667,,,
Netherlands,NLD,1989,365.8333333,,,
Netherlands,NLD,1990,368.0555556,,,
Netherlands,NLD,1991,410.6944444,,,
Netherlands,NLD,1992,399.9166667,,,
Netherlands,NLD,1993,411.3055556,,,
Netherlands,NLD,1994,397.2222222,,,
Netherlands,NLD,1995,408.0277778,,,
Netherlands,NLD,1996,452.1944444,,,
Netherlands,NLD,1997,423.6944444,,,
Netherlands,NLD,1998,418.3888889,,,
Netherlands,NLD,1999,408.7777778,,,
Netherlands,NLD,2000,409.9166667,,,
Netherlands,NLD,2001,418.1944444,,,
Netherlands,NLD,2002,413.9722222,,,
Netherlands,NLD,2003,416.8333333,,,
Netherlands,NLD,2004,426.7777778,,,
Netherlands,NLD,2005,414.5555556,,,
Netherlands,NLD,2006,398.0833333,,,
Netherlands,NLD,2007,388.0555556,,,
Netherlands,NLD,2008,403.8888889,,,
Netherlands,NLD,2009,413.5833333,,,
Netherlands,NLD,2010,467.5833333,,,
Netherlands,NLD,2011,409.2777778,,,
Netherlands,NLD,2012,392.8333333,,,
Netherlands,NLD,2013,391.1111111,,,
Netherlands,NLD,2014,344.7222222,,,
Netherlands,NLD,2015,340.8055556,,,
Netherlands,NLD,2016,351.5277778,,,
Netherlands,NLD,2017,360.8333333,,,
Netherlands,NLD,2018,354.4444444,,,
Netherlands,NLD,2019,370.1944444,,,
Netherlands,NLD,2020,365.5833333,1,,
North Macedonia,MKD,1990,0,,,
North Macedonia,MKD,1991,0,,,
North Macedonia,MKD,1992,0,,,
North Macedonia,MKD,1993,0,,,
North Macedonia,MKD,1994,0,,,
North Macedonia,MKD,1995,0,,,
North Macedonia,MKD,1996,0,,,
North Macedonia,MKD,1997,0,,,
North Macedonia,MKD,1998,0.1915,,,
North Macedonia,MKD,1999,0.354275,,,
North Macedonia,MKD,2000,0.5745,,,
North Macedonia,MKD,2001,0.766,,,
North Macedonia,MKD,2002,0.78515,,,
North Macedonia,MKD,2003,0.698975,,,
North Macedonia,MKD,2004,0.68,,,
North Macedonia,MKD,2005,0.727014444,,,
North Macedonia,MKD,2006,0.778581944,,,
North Macedonia,MKD,2007,0.993434722,,,
North Macedonia,MKD,2008,1.129552222,,,
North Macedonia,MKD,2009,0.748402222,,,
North Macedonia,MKD,2010,1.108536667,,,
North Macedonia,MKD,2011,1.282521389,,,
North Macedonia,MKD,2012,1.330844167,,,
North Macedonia,MKD,2013,1.506596667,,,
North Macedonia,MKD,2014,1.2925,,,
North Macedonia,MKD,2015,1.301955278,,,
North Macedonia,MKD,2016,2.047333611,,,
North Macedonia,MKD,2017,2.632799444,,,
North Macedonia,MKD,2018,2.4283325,,,
North Macedonia,MKD,2019,2.839255278,,,
North Macedonia,MKD,2020,3.243649722,,,
Norway,NOR,1965,0,1,,
Norway,NOR,1966,0,,,
Norway,NOR,1967,0,,,
Norway,NOR,1968,0,,,
Norway,NOR,1969,0,,,
Norway,NOR,1970,0,,,
Norway,NOR,1971,0,,,
Norway,NOR,1972,0,,,
Norway,NOR,1973,0,,,
Norway,NOR,1974,0,,,
Norway,NOR,1975,0,,,
Norway,NOR,1976,0,,,
Norway,NOR,1977,3.98909,,,
Norway,NOR,1978,6.69888,,,
Norway,NOR,1979,7.65254,,,
Norway,NOR,1980,8.22241,,,
Norway,NOR,1981,10.10647,,,
Norway,NOR,1982,10.90894,,,
Norway,NOR,1983,12.28128,,,
Norway,NOR,1984,11.81608,,,
Norway,NOR,1985,12.45573,,,
Norway,NOR,1986,13.7234,,,
Norway,NOR,1987,15.10737,,,
Norway,NOR,1988,19.02668,,,
Norway,NOR,1989,21.07356,,,
Norway,NOR,1990,22.31797,,,
Norway,NOR,1991,25.14406,,,
Norway,NOR,1992,27.06301,,,
Norway,NOR,1993,28.47024,,,
Norway,NOR,1994,30.56364,,,
Norway,NOR,1995,30.85439,,,
Norway,NOR,1996,33.4944,,,
Norway,NOR,1997,38.68138,,,
Norway,NOR,1998,39.50711,,,
Norway,NOR,1999,37.73935,,,
Norway,NOR,2000,42.36809,,,
Norway,NOR,2001,39.26288,,,
Norway,NOR,2002,41.90289,,,
Norway,NOR,2003,45.14766,,,
Norway,NOR,2004,47.74115,,,
Norway,NOR,2005,43.69921278,,,
Norway,NOR,2006,43.31641194,,,
Norway,NOR,2007,41.76111472,,,
Norway,NOR,2008,42.99499167,,,
Norway,NOR,2009,41.29312667,,,
Norway,NOR,2010,40.97210639,,,
Norway,NOR,2011,40.32401333,,,
Norway,NOR,2012,40.08213278,,,
Norway,NOR,2013,39.74095389,,,
Norway,NOR,2014,42.58747806,,,
Norway,NOR,2015,45.26379056,,,
Norway,NOR,2016,43.68525917,,,
Norway,NOR,2017,45.85161806,,,
Norway,NOR,2018,44.29169278,,,
Norway,NOR,2019,45.6524525,,,
Norway,NOR,2020,44.31956306,,,
Poland,POL,1965,17.132,1,,
Poland,POL,1966,20.36575,,,
Poland,POL,1967,24.88775,,,
Poland,POL,1968,34.192,,,
Poland,POL,1969,47.40425,,,
Poland,POL,1970,60.459,,,
Poland,POL,1971,66.4925,,,
Poland,POL,1972,69.9665,,,
Poland,POL,1973,72.76475,,,
Poland,POL,1974,74.79425,,,
Poland,POL,1975,80.096,,,
Poland,POL,1976,85.46,,,
Poland,POL,1977,90.67575,,,
Poland,POL,1978,95.4555,,,
Poland,POL,1979,99.5635,,,
Poland,POL,1980,102.02375,,,
Poland,POL,1981,96.23175,,,
Poland,POL,1982,96.1915,,,
Poland,POL,1983,98.3895,,,
Poland,POL,1984,102.3515,,,
Poland,POL,1985,103.80825,,,
Poland,POL,1986,110.01725,,,
Poland,POL,1987,113.58325,,,
Poland,POL,1988,112.7905,,,
Poland,POL,1989,110.7195,,,
Poland,POL,1990,103.946,,,
Poland,POL,1991,96.929,,,
Poland,POL,1992,90.27425,,,
